title;paperId;doi;authors;publisher;topics;fields_of_study;year
Precisely Characterizing Security Impact in a Flood of Patches via Symbolic Rule Comparison.;27c9166785a33906f9da707bb2d2b837b579852d;10.14722/ndss.2020.24419;Qiushi Wu,Yang He,Stephen McCamant,Kangjie Lu;NDSS ;Patch (computing),Software bug,Symbolic execution,Linux,Security bug,Vulnerability (computing),Precision and recall,Exploit (computer security),MOS Technology SID,Common Vulnerabilities and Exposures,Software system,Android,Image scaling,Kernel (operating system);Computer Science;2020
Unicorn: Runtime Provenance-Based Detector for Advanced Persistent Threats.;563f5db663ec7d1f4d4777d3744601a1d5b63f77;10.14722/ndss.2020.24046;Xueyuan Han,Thomas Pasquier,Adam Bates,James W. Mickens,M. Seltzer;NDSS ;Locality-sensitive hashing,Precision and recall,Hash function,Foreach loop,Graph of a function,Causality,Anomaly detection,Attack patterns,F1 score,Sketch,Transparency (human–computer interaction),Graph (discrete mathematics),Similarity measure,Real life,Computation,Time complexity,Relevance,Data item,Sampling (signal processing),Locality of reference,Evolutionary algorithm,Antivirus software,lsh,Amazon Web Services,Windows Update,Maxima and minima,Real-time transcription,IBM Notes;Computer Science;2020
Custos: Practical Tamper-Evident Auditing of Operating Systems Using Trusted Execution.;34ab3f31f842a6f06996da8fb7ca83d563e95812;10.14722/ndss.2020.24065;Riccardo Paccagnella,P. Datta,Wajih Ul Hassan,Adam Bates,Christopher W. Fletcher,Andrew K. Miller,D. Tian;NDSS ;Operating system,Trusted Execution Technology,Commitment scheme,Access control,Cryptography,Overhead (computing),Tracing (software),Scalability,Real-time computing,Requirement,Coupling (computer programming),Real-time clock,Adversary (cryptography);Computer Science;2020
You Are What You Do: Hunting Stealthy Malware via Data Provenance Analysis.;1b12fbe7d9f7cd251a40e099e66e65f635b873ff;10.14722/ndss.2020.24167;Qi Wang,Wajih Ul Hassan,Ding Li,Kangkook Jee,Xiao Yu,Kexuan Zou,J. Rhee,Zhengzhang Chen,Wei Cheng,Carl A. Gunter,Haifeng Chen;NDSS ;Malware,KeY,Anomaly detection,Local outlier factor,Word embedding,Word2vec,Selection algorithm,Data point,Baseline (configuration management),Operating system,Stochastic gradient descent,Machine learning,Radial basis function kernel,F1 score,Concatenation,Microsoft Word for Mac,Novelty detection,Precision and recall,Causal filter,Feedback,PowerShell,Distributed memory,Network architecture,Artificial neural network,N-gram,Perimeter,Sensor,CNS,Hyper-threading,IBM Notes,Page view;Computer Science;2020
OmegaLog: High-Fidelity Attack Investigation via Transparent Multi-layer Log Analysis.;36eb598c9cb9975dd4626f241822919f5fc67dfe;10.14722/ndss.2020.24270;Wajih Ul Hassan,Mohammad A. Noureddine,P. Datta,Adam Bates;NDSS ;Log analysis,List of HTTP status codes,Causality,Context (computing),Email,Code,HTTP cookie,Overhead (computing);Computer Science;2020
Trident: Efficient 4PC Framework for Privacy Preserving Machine Learning.;0e54e1d7ca6d795bb5e6bd9ad9291af46fbcaa72;10.14722/ndss.2020.23005;Rahul Rachuri,Ajith Suresh;NDSS ;Machine learning,Trident,Communication complexity,Asiacrypt,Truncation,Logistic regression,Convolutional neural network,Online and offline,Outsourcing,Computer-mediated communication,Algorithm,Programming paradigm,64-bit computing,Neural Networks,Privacy;Computer Science,Mathematics;2020
Secure Sublinear Time Differentially Private Median Computation.;6f78ed487dc6dca2e62cc983f29a740515b9f62e;10.14722/ndss.2020.24150;Jonas Böhler,F. Kerschbaum;NDSS ;Differential privacy,Dynamic programming,Exponential mechanism (differential privacy),Secure multi-party computation,Machine learning,Trusted third party,Time complexity,Confidentiality,Amazon Web Services,Server (computing),Information privacy,Sampling (signal processing);Computer Science;2020
CloudLeak: Large-Scale Deep Learning Models Stealing Through Adversarial Examples.;4d548fd21aad60e3052455e22b7a57cc1f06e3c3;10.14722/ndss.2020.24178;Honggang Yu,Kaichen Yang,Teng Zhang,Yun-Yun Tsai,Tsung-Yi Ho,Yier Jin;NDSS ;Adversary (cryptography),Deep learning,Black box,Machine learning,Cloud computing,Application programming interface,Active learning (machine learning),Real life,Experiment,Algorithm;Computer Science;2020
BLAZE: Blazing Fast Privacy-Preserving Machine Learning.;8345a0f98f436b85db22a6b5eb0165da0bcab91a;10.14722/ndss.2020.24202;A. Patra,Ajith Suresh;NDSS ;Machine learning,Logistic regression,Privacy,Server (computing),Computation,Truncation,Preprocessor,Confidentiality,Fairness measure,64-bit computing,Neural Networks,Algorithm,Ripple,IBM System/370;Computer Science;2020
Prevalence and Impact of Low-Entropy Packing Schemes in the Malware Ecosystem.;05462beae637fcbca3211174622f0cefc4623b85;10.14722/ndss.2020.24297;Alessandro Mantovani,Simone Aonzo,Xabier Ugarte-Pedrero,A. Merlo,D. Balzarotti;NDSS ;Set packing,Entropy (information theory),Experiment,Machine learning,Antivirus software,Malware analysis,Heuristic (computer science),Open research,Algorithm,Exception handling,Strongly correlated material,Categorization,Emulator,Evasion (network security),Microsoft Windows,Executable compression,Binary file,Ecosystem;Computer Science;2020
"When Malware is Packin' Heat; Limits of Machine Learning Classifiers Based on Static Analysis Features.";85aa5a342d89b2daeeaec55ceaf3e31b18e3bb60;;Giovanni Vigna,D. Balzarotti;NDSS ;Malware;Computer Science;2020
UIScope: Accurate, Instrumentation-free, and Visible Attack Investigation for GUI Applications.;865d18ff682e7145e2cb882cfcadcdcf29fa6130;10.14722/ndss.2020.24329;Runqing Yang,Shiqing Ma,Haitao Xu,X. Zhang,Yan Chen;NDSS ;Graphical user interface,High- and low-level,Overhead (computing),User space,Causality,End system,HOOD method,Software deployment;Computer Science;2020
OcuLock: Exploring Human Visual System for Authentication in Virtual Reality Head-mounted Display.;305a39ce73c29d8460c5e36590e7c5c64c3a790b;10.14722/ndss.2020.24079;Shiqing Luo,Anh Nguyen,Chen Song,Feng Lin,Wenyao Xu,Zhisheng Yan;NDSS ;Authentication,Human visual system model,Head-mounted display,Electrooculography,Smartphone,Mobile device,Personally identifiable information,Authorization,Virtual reality headset,Biometrics;Computer Science;2020
On the Resilience of Biometric Authentication Systems against Random Inputs.;d295b043e2b24981a6304fcc627611f2acfc0cf8;10.14722/ndss.2020.24210;B. Zhao,H. Asghar,M. Kâafar;NDSS ;Authentication,Biometrics,Machine learning,Feature vector,Film-type patterned retarder,Password,Algorithm,Rendering (computer graphics),Enhanced entity–relationship model;Computer Science;2020
Strong Authentication without Temper-Resistant Hardware and Application to Federated Identities.;24376a203bbf46ae6a3751c99f70cf2cb789a362;10.14722/ndss.2020.24462;Zhenfeng Zhang,Yuchen Wang,Kang Yang;NDSS ;Strong authentication,Credential,Federated identity,Tamper resistance,Phishing,Relying party,Cryptography,Online and offline,Periodic boundary conditions,Challenge–response authentication,Dictionary attack,Usability,Performance,Library (computing),Formal verification,Bilinear filtering,Bilinear transform,General-purpose markup language,Password cracking;Computer Science;2020
A View from the Cockpit: Exploring Pilot Reactions to Attacks on Avionic Systems.;beef879ee4cbe9c123f219991603f5fe9a701bb8;10.14722/ndss.2020.23022;Matthew Smith,Martin Strohmeier,Jonathan Harman,Vincent Lenders,I. Martinovic;NDSS ;Ground proximity warning system,Traffic collision avoidance system,Instrument landing system,Avionics,Simulation,Usability testing,Denial-of-service attack,Distrust,While;Computer Science;2020
Genotype Extraction and False Relative Attacks: Security Risks to Third-Party Genetic Genealogy Services Beyond Identity Inference.;33e2a03420a7deabe4024a505fddcfbac015fb73;10.14722/ndss.2020.23049;Peter Ney,L. Ceze,T. Kohno;NDSS ;Genetic genealogy,Privacy,Open design,Application programming interface,Experiment,Usability,Adversary (cryptography),Download,Upload;Computer Science;2020
Complex Security Policy? A Longitudinal Analysis of Deployed Content Security Policies.;6f2cbf99687942412b36ffea1771c40dafaf904e;10.14722/ndss.2020.23046;S. Roth,Timothy Barron,Stefano Calzavara,Nick Nikiforakis,Ben Stock;NDSS ;Content Security Policy,Whitelist,Transport Layer Security,Archive,World Wide Web,Software deployment,Framing (World Wide Web),Complexity of constraint satisfaction;Computer Science;2020
Into the Deep Web: Understanding E-commerce Fraud from Autonomous Chat with Cybercriminals.;b9a69b880894b438970e9b0481b7dcc5b1bde55b;10.14722/ndss.2020.23071;Peng Wang,Xiaojing Liao,Yue Qin,Xiaofeng Wang;NDSS ;Autonomous robot,Deep web,Instant messaging,Finite-state machine,List of toolkits,E-commerce payment system,Ecosystem;Computer Science;2020
Compliance Cautions: Investigating Security Issues Associated with U.S. Digital-Security Standards.;63f3cf1caed8ff29afca7133211b22fb1657d3fb;10.14722/ndss.2020.24003;Rock Stevens,J. Dykstra,Wendy Knox Everette,James Chapman,Garrett Bladow,Alexander Farmer,Kevin Halliday,Michelle L. Mazurek;NDSS ;Security controls,Poor posture;Computer Science;2020
Let's Revoke: Scalable Global Certificate Revocation.;0662826b896c56b702b3f67ba8e6d4e7365e3028;10.14722/ndss.2020.24084;Trevor Smith,Luke Dickenson,K. Seamons;NDSS ;Scalability,Certificate authority,Bit array,Public key certificate,Requirement,Man-in-the-middle attack,Privacy,Kilobyte,Time complexity,Simulation,Entity,Download,Emoticon,Computation,Software deployment,Unique identifier;Computer Science;2020
Post-Quantum Authentication in TLS 1.3: A Performance Study.;;;Dimitrios Sikeridis,Panos Kampanakis,Michael Devetsikiotis;NDSS ;NDSS ;computer science;computer science;2020
DISCO: Sidestepping RPKI's Deployment Barriers.;38cc3f62eb7ea7d3ceb8cd24ab964447ddabf1c3;10.14722/ndss.2020.24355;Tom Hlavacek,Ítalo S. Cunha,Yossi Gilad,A. Herzberg,Ethan Katz-Bassett,Michael Schapira,Haya Shulman;NDSS ;Resource Public Key Infrastructure,Default route,Traceroute,Border Gateway Protocol,Experiment,Peering,Router (computing),Authentication,Simulation,Prototype,Terminate (software),Software deployment,Computer security,Address space,Vulnerability (computing),Open-source software,Cognitive dimensions of notations,Denial-of-service attack,TRAVERSE,Iterative method,Software bug,Yossi Matias,Classless Inter-Domain Routing,IBM Notes,Vii,Cyclic redundancy check,IANAL,My Life as a Teenage Robot,Forwarding plane;Computer Science;2020
Proof of Storage-Time: Efficiently Checking Continuous Data Availability.;4c78af6b38ae37a455af5f4be5963ace72f880b4;10.14722/ndss.2020.24427;G. Ateniese,Long Chen,Mohammad Etemad,Qiang Tang;NDSS ;Outsourcing,Downtime,Bitcoin,Data center,Computation,Server (computing),Universal instantiation,Stateless protocol;Computer Science;2020
SPEECHMINER: A Framework for Investigating and Measuring Speculative Execution Vulnerabilities.;b741f700213a509ba7468b2c1046caae280670a8;10.14722/ndss.2020.23105;Yuan Xiao,Yinqian Zhang,R. Teodorescu;NDSS ;X86 memory segmentation,Speculative execution,Code segment,Control register,Data segment,Covert channel,User space,Software framework,Read-only memory,Context switch,Operand,64-bit computing,Categorization,Exception handling,Central processing unit,Microprocessor,Serialization,Paging,X86-64,Page table,Segment descriptor,INT (x86 instruction),X87,Executable,Task state segment,CPL,Model-specific register,Roland GS,Self-modifying code,Protected mode,Virtual 8086 mode,Memory protection,Global distance test,Protection ring,Page fault,Trap (computing),Streaming SIMD Extensions,Architectural state,Breakpoint,Intel MPX,128-bit,Call stack,Linked list,Futures studies,Memory address,Computer memory,QuickTime,Double fault,Requirement,Two-phase commit protocol,Microsoft Windows,Pointer (computer programming),Privilege level,Co-ment,Floating-point unit,Second Level Address Translation,Interrupt descriptor table,Illegal opcode,Exception chaining,Directory (computing),Debug,Cyclic redundancy check,Network switch,Global Descriptor Table,Open-source hardware,LeJOS RCX,Lazy evaluation,Urban Dictionary,Xfig,Direction finding;Computer Science;2020
ProtectIOn: Root-of-Trust for IO in Compromised Platforms.;;;Aritra Dhar,Enis Ulqinaku,Kari Kostiainen,Srdjan Capkun;NDSS ;NDSS ;computer science;computer science;2020
ConTExT: A Generic Approach for Mitigating Spectre.;86c8ee6d13160b721ad9934f46a3dcf47a2706e2;10.14722/ndss.2020.24271;Michael Schwarz,Moritz Lipp,Claudio Canella,R. Schilling,F. Kargl,D. Gruss;NDSS ;ConTeXt,Compiler,Operating system,Speculative execution,Overhead (computing),Backward compatibility,Decision problem,Spectral leakage,Central processing unit,Out-of-order execution,Processor register,Approximation;Computer Science;2020
Towards Plausible Graph Anonymization.;6053cb628f016b5c9c430acaa11c61c50856cc5c;10.14722/ndss.2020.23032;Yang Zhang,Mathias Humbert,Bartlomiej Surma,Praveen Manoharan,Jilles Vreeken,M. Backes;NDSS ;;Computer Science;2020
Adversarial Classification Under Differential Privacy.;1c1f55154378ffa32b7c8c10b1ada84ed3b06277;10.14722/ndss.2020.23047;J. Giraldo,A. Cárdenas,Murat Kantarcioglu,Jonathan Katz;NDSS ;Differential privacy,Nash equilibrium,Anomaly detection,Smart meter,Algorithm,Personally identifiable information,Experiment,Network congestion,Evasion (network security),Game theory,Adversary (cryptography);Computer Science;2020
Locally Differentially Private Frequency Estimation with Consistency.;04d87431402449a4a303d62a8a393992006327db;10.14722/ndss.2020.24157;Tianhao Wang,Milan Lopuhaä-Zwakenberg,Zitao Li,B. Škorić,Ninghui Li;NDSS ;;Computer Science,Mathematics;2020
DESENSITIZATION: Privacy-Aware and Attack-Preserving Crash Report.;;;Ren Ding 0001,Hong Hu 0004,Wen Xu 0002,Taesoo Kim;NDSS ;NDSS ;computer science;computer science;2020
Keynote: Modern Challenges for Cyber Defense.;66fc299c54688bc080b4b8a7052bf730fc51db60;;D. Frincke;NDSS ;;Computer Science;2019
SANCTUARY: ARMing TrustZone with User-space Enclaves.;5d6f6eebbdc1c35ab1aa23b4992632c6ff2b2bda;10.14722/ndss.2019.23448;Ferdinand Brasser,David Gens,Patrick Jauernig,A. Sadeghi,Emmanuel Stapf;NDSS ;ARM architecture,Computer security,Attack surface,User space,benefit,One-time password,Multi-factor authentication,Microprocessor development board,Mobile device,SGX 523,Prototype,Malware,Obsolete - EditStatus,System on a chip,Academia (organization),Anatomical compartments,Operating system,Tee Device Component,Deploy,Financial cost,Ecosystem,Policy;Computer Science;2019
Ginseng: Keeping Secrets in Registers When You Distrust the Operating System.;0e92e56e9110040dfa0a8a8e3281a5546fb6ab8e;10.14722/ndss.2019.23327;Minhong Yun,Lin Zhong;NDSS ;Operating system,Attack surface,Trusted execution environment,Processor register,Distrust,Password,LLVM,Encryption,ARM architecture,Overhead (computing),Transport Layer Security,Firmware,Web server,Register allocation,Compile time,Social security,Prototype,Run time (program lifecycle phase),Embedded system,Compiler,Server (computing),Tee Device Component,Trust (emotion),Embedding,How True Feel Trusting Right Now Question,Solutions;Computer Science;2019
DroidCap: OS Support for Capability-based Permissions in Android.;;;Abdallah Dawoud,Sven Bugiel;NDSS ;NDSS ;computer science;computer science;2019
Time Does Not Heal All Wounds: A Longitudinal Analysis of Security-Mechanism Support in Mobile Browsers.;72f2531e4ff40051a8e2de3dd618d3165770aff3;10.14722/ndss.2019.23149;Meng Luo,Pierre Laperdrix,N. Honarmand,Nick Nikiforakis;NDSS ;HTTP Strict Transport Security,Clickjacking,Smartphone,Desktop computer,Android,Content Security Policy,Tablet computer,Mobile device,Security testing,Server-side,Microsoft Windows,HTTP referer,Web application security;Computer Science;2019
Geo-locating Drivers: A Study of Sensitive Data Leakage in Ride-Hailing Services.;d5cea0a3ee1fe9553519d1c37a92638937baa307;10.14722/ndss.2019.23052;Qingchuan Zhao,Chaoshun Zuo,Giancarlo Pellegrino,Zhiqiang Lin;NDSS ;Spectral leakage,Mobile app,Information sensitivity,Device driver,Privacy,Business logic,Social security,Confidentiality,Performance,Server (computing),Global Positioning System,Data loss prevention software;Computer Science;2019
Please Forget Where I Was Last Summer: The Privacy Risks of Public Location (Meta)Data.;64a299b4fe5cbd54b616a42d14dbc19946073435;10.14722/ndss.2019.23151;Kostas Drakonakis,Panagiotis Ilia,S. Ioannidis,Jason Polakis;NDSS ;Information sensitivity,Personally identifiable information,De-anonymization,Privacy,Global Positioning System,Geotagging,Data anonymization,Spectral leakage,Institute for Operations Research and the Management Sciences,Postal,Tell-tale;Computer Science;2019
Don't Trust The Locals: Investigating the Prevalence of Persistent Client-Side Cross-Site Scripting in the Wild.;560c2924e4d3c584507b42894d0040d3b8b4fbc5;10.14722/ndss.2019.23009;Marius Steffens,C. Rossow,Martin Johns,Ben Stock;NDSS ;Cross-site scripting,Client-side,JavaScript,Online shopping,Information retrieval,HTML,Persistence (computer science),Taint checking,Web storage,Categorization,Flaw hypothesis methodology,World Wide Web,Hypertext Transfer Protocol,Malware;Computer Science;2019
Master of Web Puppets: Abusing Web Browsers for Persistent and Stealthy Computation.;38b547fa6e001ce1351458f600b7afeea27b4695;10.14722/ndss.2019.23070;P. Papadopoulos,Panagiotis Ilia,M. Polychronakis,E. Markatos,S. Ioannidis,G. Vasiliadis;NDSS ;Computation,HTML5,JavaScript,Web application,Botnet,Malware,Application programming interface,Cryptocurrency,Darknet,Operating system,Password cracking,Client-side,Software feature,Persistence (computer science),Aanderaa–Karp–Rosenberg conjecture,Denial-of-service attack,Prototype,Interference (communication),Software deployment,Rich Internet application,User agent;Computer Science;2019
Tranco: A Research-Oriented Top Sites Ranking Hardened Against Manipulation.;de49216211dc0ababaaf338ce88983cc7031ee61;10.14722/ndss.2019.23386;V. Pochat,Tom van Goethem,Samaneh Tajalizadehkhoob,Maciej Korczyński,W. Joosen;NDSS ;Whitelist,Online service provider,Malware,Google Safe Browsing,Internet,List of HTTP status codes,Privacy,Responsiveness,Formal verification,Experiment,Biasing,Compiler,Hypertext Transfer Protocol,World Wide Web,Adversary (cryptography),List of HTTP header fields;Computer Science;2019
JavaScript Template Attacks: Automatically Inferring Host Information for Targeted Exploits.;0c58daa05c323110d1ef50cc88a9be3786fdf3b6;10.14722/ndss.2019.23155;Michael Schwarz,F. Lackner,D. Gruss;NDSS ;Operating system,Phishing,Side-channel attack,JavaScript engine,Fingerprint,Firefox,Privacy,Exploit (computer security),Memory management,Plug-in (computing),Zero-day (computing),Central processing unit,Software architecture,Tor Messenger;Computer Science;2019
Latex Gloves: Protecting Browser Extensions from Probing and Revelation Attacks.;d5a658695b5424ff8c3f4c0ed43f33f9b06eb730;10.14722/NDSS.2019.23309;Alexander Sjösten,S. Acker,Pablo Picazo-Sanchez,A. Sabelfeld;NDSS ;Browser extension,Web page,Firefox,Randomized algorithm,Fingerprint (computing),Sensor,Web application;Computer Science;2019
maTLS: How to Make TLS middlebox-aware?;447d0561ae8d7b5f8c96ead94d4ac18acc27a349;10.14722/ndss.2019.23547;Hyunwoo Lee,Zach Smith,Junghwan Lim,Gyeongjae Choi,Selin Chun,Taejoong Chung,T. Kwon;NDSS ;Middlebox,Transport Layer Security,Tamarin,Testbed,Vulnerability (computing),Root certificate,Channel (communications),Public-key cryptography,Authentication,End-to-end encryption,Experiment,Marginal model,Obsolete - EditStatus,Certificate (record artifact),Overhead (computing),Verification of Theories,HL7PublishingSubSection <operations>;Computer Science;2019
SABRE: Protecting Bitcoin against Routing Attacks.;16775e1f1a8d8fe90221bf9f8eadbc1ecb822d36;10.14722/NDSS.2019.23252;M. Apostolaki,Gian Marti,Jan Müller,L. Vanbever;NDSS ;Bitcoin,Sabre (computer system),Routing,Relay,Border Gateway Protocol,Peer-to-peer,Cryptocurrency,Programming language,Networking hardware,Critical system,Inter-domain,Computation,Scalability,Denial-of-service attack,Adversary (cryptography);Computer Science;2019
A Treasury System for Cryptocurrencies: Enabling Better Collaborative Intelligence.;842ab899b9d6cf8ec5d598e4e6671322abe95d24;10.14722/ndss.2019.23024;Bingsheng Zhang,R. Oliynykov,Hamed Balogun;NDSS ;Cryptocurrency,Bitcoin,Ethereum,Zero-knowledge proof,Cryptographic protocol,Game theory,Provable security,Scala,End-to-end encryption,Formal verification,Software deployment,Benchmark (computing),Data access object;Computer Science,Business;2019
Fine-Grained and Controlled Rewriting in Blockchains: Chameleon-Hashing Gone Attribute-Based.;;;David Derler,Kai Samelin,Daniel Slamanig,Christoph Striecks;NDSS ;NDSS ;computer science;computer science;2019
YODA: Enabling computationally intensive contracts on blockchains with Byzantine and Selfish nodes.;5cac801d2a1b7ab481e3974cf5b8cbb986d9b3cb;10.14722/ndss.2019.23142;Sourav Das,V. Ribeiro,Abhijeet Anand;NDSS ;Ethereum,Computation,Bitcoin,Nash equilibrium,Threat model,Smart contract,Machine learning,Randomness,With high probability,Systems design,Requirement,Approximation algorithm,Prototype;Computer Science;2019
Giving State to the Stateless: Augmenting Trustworthy Computation with Ledgers.;9976dbd5b66e2bd166526a7a2905963cc2b0f614;10.14722/ndss.2019.23060;Gabriel Kaptchuk,M. Green,Ian Miers;NDSS ;Stateless protocol,Trustworthy computing,Programming paradigm,Smart contract,Secure multi-party computation,Persistence (computer science),Host (network),Coprocessor,Interaction,Encryption,State (computer science),Autonomous robot,Cryptography,Fairness measure,Client-side,Backup,Hardware restriction,Password strength;Computer Science;2019
Cracking the Wall of Confinement: Understanding and Analyzing Malicious Domain Take-downs.;cd45b19c0148c666dcaf85578dc5c4b2eb5c008a;10.14722/ndss.2019.23243;E. Alowaisheq,Peng Wang,Sumayah A. Alrwais,Xiaojing Liao,Xiaofeng Wang,Tasneem Alowaisheq,Xianghang Mi,Siyuan Tang,Baojun Liu;NDSS ;Cybercrime,Malware,Password cracking,Blacklist (computing),File spanning,Takedown: Red Sabre;Computer Science;2019
Cleaning Up the Internet of Evil Things: Real-World Evidence on ISP and Consumer Efforts to Remove Mirai.;3e2eb4f05af794fc0b2bc634f1b94ab762c83d44;10.14722/NDSS.2019.23438;Orçun Çetin,C. Gañán,L. Altena,Takahiro Kasama,D. Inoue,Kazuki Tamiya,Ying Tie,K. Yoshioka,M. V. Eeten;NDSS ;Botnet,Email,Mirai,Malware,Mental model,Closed platform,Best practice,Observable,Honeypot (computing),Antivirus software,Usability,Randomized algorithm,Discrepancy function,DDoS mitigation,Sputter cleaning;Computer Science;2019
Measurement and Analysis of Hajime, a Peer-to-peer IoT Botnet.;0da2cf33a83b342e93f3e7e20ca281a6e9018d83;10.14722/ndss.2019.23488;Stephen Herwig,Katura Harvey,George Hughey,Richard Roberts,Dave Levin;NDSS ;Botnet,Peer-to-peer;Computer Science;2019
Countering Malicious Processes with Process-DNS Association.;30a3f6235011d12d9e11220ae279d003a741133e;10.14722/ndss.2019.23012;Suphannee Sivakorn,Kangkook Jee,Yixin Sun,Lauri Korts-Pärn,Zhichun Li,C. Lumezanu,Zhenyu Wu,L. Tang,Ding Li;NDSS ;;Computer Science;2019
ExSpectre: Hiding Malware in Speculative Execution.;25eab72f0ae87d6a7f5d025a08f847bd06b5c035;10.14722/ndss.2019.23409;Jack Wampler,Ian Martiny,Eric Wustrow;NDSS ;Speculative execution,OpenSSL,Computation,Branch predictor,Debugger,Reverse engineering,Central processing unit,Control flow,Dead code,Encryption,Data rate units,Machine code,Malware analysis,Virtual machine,System call,Unreachable memory,AES instruction set,Kerrison Predictor;Computer Science;2019
ML-Leaks: Model and Data Independent Membership Inference Attacks and Defenses on Machine Learning Models.;a68fccc152d238f62848de1be8522ccd71137ac0;10.14722/NDSS.2019.23119;A. Salem,Yang Zhang,Mathias Humbert,Mario Fritz,M. Backes;NDSS ;Machine learning,Inference attack,Overfitting,Threat model,Adversary (cryptography),Dropout (neural networks),Experiment,Test set,Artificial neural network,Unsupervised learning,Synthetic data,High- and low-level,Iteration,High-level programming language,Randomness,Deep learning;Computer Science;2019
MBeacon: Privacy-Preserving Beacons for DNA Methylation Data.;6010b9137d6af08de16a3768b9ca5bd690fb4222;10.14722/ndss.2019.23064;Inken Hagestedt,Yang Zhang,Mathias Humbert,Pascal Berrang,Haixu Tang,Xiaofeng Wang,M. Backes;NDSS ;Differential privacy,Inference attack,Receiver operating characteristic,Web search engine,Experiment,Prototype,Global Alliance for Peace and Prosperity,Genomic signature;Computer Science;2019
Stealthy Adversarial Perturbations Against Real-Time Video Classification Systems.;119a62a685aed7e94234a2ac4b16636c744b04a6;10.14722/ndss.2019.23202;Shasha Li,Ajaya Neupane,S. Paul,Chengyu Song,S. Krishnamurthy,A. Roy-Chowdhury,A. Swami;NDSS ;Adversary (cryptography),Perturbation theory,Machine learning,Video clip,Temporal logic,Real-time transcription,Real-time locating system;Computer Science,Mathematics;2019
NIC: Detecting Adversarial Samples with Neural Network Invariant Checking.;76b7b8c96971c8a4960936255a1f67fe742b04ff;10.14722/ndss.2019.23415;Shiqing Ma,Yingqi Liu,Guanhong Tao,Wen-Chuan Lee,X. Zhang;NDSS ;Adversary (cryptography),ImageNet,Invariant (computer science),Artificial neural network,Network interface controller,Experiment,Run time (program lifecycle phase),Neural Networks;Computer Science;2019
TextBugger: Generating Adversarial Text Against Real-world Applications.;1e7ea2465753c5186e5fcc9e1a64cdc522cf4de4;10.14722/ndss.2019.23138;Jinfeng Li,S. Ji,Tianyu Du,Bo Li,Ting Wang;NDSS ;Sentiment analysis,Machine translation,Question answering,Document classification,Internet Movie Database (IMDb),Semantic similarity,Deep learning,Vulnerability (computing),Aanderaa–Karp–Rosenberg conjecture,Amazon Web Services,Computational complexity theory,Adversary (cryptography),Internet backbone;Computer Science;2019
Digital Healthcare-Associated Infection: A Case Study on the Security of a Major Multi-Campus Hospital System.;c771bd59b958ecfb5fecc6cbca53b688839fb830;10.14722/ndss.2019.23444;Luis Vargas,Logan Blue,Vanessa Frost,Christopher Patton,Nolen Scaife,Kevin R. B. Butler,Patrick Traynor;NDSS ;;Computer Science;2019
Mind Your Own Business: A Longitudinal Study of Threats and Vulnerabilities in Enterprises.;6c1c79acc5587f7265bb33a39a22ce13fe69a399;10.14722/ndss.2019.23522;Platon Kotzias,Leyla Bilge,Pierre-Antoine Vervier,Juan Caballero;NDSS ;Malware,Server (computing),Threat (computer),Client-side,Internet,Potentially unwanted program,Server-side,Poor posture;Computer Science;2019
NoDoze: Combatting Threat Alert Fatigue with Automated Provenance Triage.;dfe5a726609c318baf509af7cf41bf3840884c0b;10.14722/ndss.2019.23349;Wajih Ul Hassan,Shengjian Guo,Ding Li,Zhengzhang Chen,Kangkook Jee,Zhichun Li,Adam Bates;NDSS ;Threat (computer),Information overload,Anomaly detection,Algorithm,Happened-before,Aggregate data,Causal filter,Overhead (computing);Computer Science;2019
The use of TLS in Censorship Circumvention.;f71c171036b29dc13c4b2ae93d3209df02bcee3a;10.14722/ndss.2019.23511;Sergey Frolov,Eric Wustrow;NDSS ;Transport Layer Security,Internet censorship circumvention,Deep packet inspection,Fingerprint,Tor Messenger,Firefox,Library (computing),Web page,Network packet,Cipher,Algorithm,Ecosystem,Fractal dimension;Computer Science;2019
On the Challenges of Geographical Avoidance for Tor.;d77a25a1f465ada0ed8207db697a94c97fcb8d78;10.14722/ndss.2019.23402;K. Kohls,K. Jansen,David Rupprecht,Thorsten Holz,C. Pöpper;NDSS ;Tor Messenger,Ground truth,Prototype,Routing,Traffic analysis,Requirement,Simulation,Encryption,Software deployment;Computer Science;2019
PeriScope: An Effective Probing and Fuzzing Framework for the Hardware-OS Boundary.;648148eaab8f38d0e2ea3fca29c615672cbad26f;10.14722/ndss.2019.23176;Dokyung Song,Felicitas Hetzelt,Dipanjan Das,Chad Spensky,Yeoul Na,Stijn Volckaert,Giovanni Vigna,Christopher Krügel,J. Seifert,M. Franz;NDSS ;Computer science,Computer security,Chapel,Operating system;Computer Science;2019
REDQUEEN: Fuzzing with Input-to-State Correspondence.;;;Cornelius Aschermann,Sergej Schumilo,Tim Blazytko,Robert Gawlik,Thorsten Holz;NDSS ;NDSS ;computer science;computer science;2019
